x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.6432008147239685,0.7978016138076782,-3.3845873304017005e-07,0.6159529089927673,0.7545380592346191,-0.004664668347686529,0.5998110175132751,0.6902892589569092,-0.00601311307400465,0.5978578329086304,0.6376702785491943,-0.009295138530433178,0.6046509146690369,0.5979629158973694,-0.010929128155112267,0.6186954379081726,0.654624342918396,0.007677609566599131,0.6163304448127747,0.6215222477912903,-0.005466545466333628,0.6160287261009216,0.6662721633911133,-0.014032443054020405,0.6165472865104675,0.7044679522514343,-0.017296284437179565,0.6389446258544922,0.6604057550430298,0.004900740459561348,0.6348755359649658,0.6356502175331116,-0.009028814733028412,0.6331475377082825,0.6860332489013672,-0.01349760964512825,0.6317691206932068,0.7217932939529419,-0.012600869871675968,0.6591511368751526,0.6711416840553284,-0.00046655721962451935,0.6547484397888184,0.6452316045761108,-0.01396232284605503,0.6492981910705566,0.6938225030899048,-0.010205176658928394,0.6450191140174866,0.7286554574966431,-0.0033098694402724504,0.6785685420036316,0.6873549818992615,-0.006359367165714502,0.67218017578125,0.6639552116394043,-0.013844791799783707,0.6649547815322876,0.6974063515663147,-0.00876493938267231,0.660686731338501,0.7223449945449829,-0.00218576705083251,A
0.6516020894050598,0.8362229466438293,-4.847286732001521e-07,0.6285960078239441,0.8197588324546814,-0.01577555015683174,0.6135426163673401,0.7682508230209351,-0.024279123172163963,0.6123533844947815,0.7231071591377258,-0.03101837821304798,0.6231207847595215,0.6881452798843384,-0.03550732880830765,0.6358741521835327,0.730370044708252,-0.02006392925977707,0.6370730996131897,0.7211061120033264,-0.036544762551784515,0.6372904777526855,0.7738935947418213,-0.0447239875793457,0.6361183524131775,0.8126769661903381,-0.048293258994817734,0.6600372791290283,0.7401366829872131,-0.01959127001464367,0.6591439247131348,0.742925763130188,-0.03900899365544319,0.6557524800300598,0.8004524111747742,-0.043626684695482254,0.6519063115119934,0.8364512324333191,-0.043243180960416794,0.680733323097229,0.7564484477043152,-0.020710457116365433,0.6814746260643005,0.7592042088508606,-0.041369613260030746,0.67537921667099,0.8096585273742676,-0.03795415908098221,0.6683703064918518,0.8380019664764404,-0.03110041655600071,0.6980013847351074,0.7753554582595825,-0.022631773725152016,0.7022187113761902,0.782051146030426,-0.03776293620467186,0.6952142119407654,0.8173240423202515,-0.03432635962963104,0.6876372694969177,0.836936891078949,-0.028330247849225998,A
0.6727417707443237,0.9264242053031921,-4.4766045448341174e-07,0.644328773021698,0.8973100781440735,-0.013588694855570793,0.6260441541671753,0.8267086148262024,-0.018056053668260574,0.6235848665237427,0.7661810517311096,-0.021760394796729088,0.6355234384536743,0.7252805829048157,-0.02262832224369049,0.6524181962013245,0.7708491683006287,-0.0019638335797935724,0.6500329375267029,0.7596525549888611,-0.01768088899552822,0.6503857374191284,0.8084498047828674,-0.026639340445399284,0.6486791968345642,0.8483832478523254,-0.02956666424870491,0.6765828132629395,0.7756960988044739,-0.0008082896820269525,0.6705050468444824,0.7767778038978577,-0.017362836748361588,0.6679497957229614,0.836203932762146,-0.02234056033194065,0.6650756001472473,0.8736390471458435,-0.020795218646526337,0.698020339012146,0.7916929721832275,-0.0025626812130212784,0.6925291419029236,0.793269157409668,-0.02062952145934105,0.6852898001670837,0.846089243888855,-0.01746213063597679,0.678982675075531,0.8768701553344727,-0.009529928676784039,0.7167388200759888,0.8143476247787476,-0.00537771824747324,0.7134904265403748,0.8086211681365967,-0.016883017495274544,0.7037604451179504,0.8458964824676514,-0.012548426166176796,0.6967446804046631,0.8680711984634399,-0.005236954893916845,A
0.6735202670097351,0.9605555534362793,-4.06649661499614e-07,0.6482921838760376,0.9183446764945984,-0.011320104822516441,0.6339349150657654,0.8454253673553467,-0.015254130586981773,0.6320284008979797,0.7894765734672546,-0.018701693043112755,0.6418483257293701,0.7481896281242371,-0.019572574645280838,0.6615116000175476,0.793572723865509,-0.0015021152794361115,0.6566988229751587,0.7840750217437744,-0.01572355069220066,0.6550577282905579,0.8322128653526306,-0.023553451523184776,0.6517826914787292,0.8692805767059326,-0.026112908497452736,0.6847089529037476,0.8015958666801453,-0.0014752116985619068,0.6767148375511169,0.799993634223938,-0.016337325796484947,0.671915590763092,0.8585482239723206,-0.020253868773579597,0.6682575941085815,0.893541157245636,-0.01869417540729046,0.7057221531867981,0.8209415674209595,-0.004027250222861767,0.6990228891372681,0.8197389245033264,-0.01994534581899643,0.6905664205551147,0.8702981472015381,-0.01608988828957081,0.6846451163291931,0.9005760550498962,-0.008568837307393551,0.7248674035072327,0.846666693687439,-0.007380284368991852,0.7200252413749695,0.8343937993049622,-0.016806313768029213,0.7095127701759338,0.868122935295105,-0.01143442839384079,0.7031421661376953,0.8893470168113708,-0.0039937449619174,A
0.6765993237495422,0.9772800207138062,-3.682235956148361e-07,0.6497130990028381,0.931941032409668,-0.01213601790368557,0.6350272297859192,0.859203577041626,-0.016210613772273064,0.6344321966171265,0.8040351271629333,-0.019920766353607178,0.6444138288497925,0.7631943225860596,-0.021090738475322723,0.664993166923523,0.8042921423912048,0.0007667727768421173,0.657854437828064,0.7988075613975525,-0.014895140193402767,0.6569282412528992,0.8482813239097595,-0.025483546778559685,0.6546143293380737,0.8863853216171265,-0.029751446098089218,0.6882522702217102,0.8120625615119934,0.000999534735456109,0.6785953640937805,0.8140101432800293,-0.014242442324757576,0.6733612418174744,0.8713805079460144,-0.01951787993311882,0.6689892411231995,0.9071203470230103,-0.018854059278964996,0.7094199657440186,0.8319742679595947,-0.001802378217689693,0.7007874250411987,0.8328518867492676,-0.01778957061469555,0.6910984516143799,0.8832771182060242,-0.014565992169082165,0.6840011477470398,0.9148198962211609,-0.0073968032374978065,0.7281480431556702,0.8590936660766602,-0.005752679891884327,0.7218635082244873,0.852799654006958,-0.015466521494090557,0.710125744342804,0.8865025639533997,-0.010661051608622074,0.7027116417884827,0.9079919457435608,-0.0034497654996812344,A
0.6791088581085205,0.9835988879203796,-3.7020336662862974e-07,0.6515551209449768,0.9414003491401672,-0.012827432714402676,0.6358814835548401,0.868523120880127,-0.016845395788550377,0.6350994110107422,0.8117006421089172,-0.020154764875769615,0.6462137699127197,0.7711493968963623,-0.020702673122286797,0.6658096313476562,0.8087596297264099,0.00019206825527362525,0.6590836048126221,0.8087353706359863,-0.015371243469417095,0.6583676934242249,0.8586457967758179,-0.025545695796608925,0.656455934047699,0.8957557678222656,-0.029658475890755653,0.6897994875907898,0.8148492574691772,0.0006265172851271927,0.6803914904594421,0.8251354694366455,-0.014418319799005985,0.6746412515640259,0.8831270933151245,-0.01942221261560917,0.6703534722328186,0.9163152575492859,-0.01866418682038784,0.7116073966026306,0.8348615765571594,-0.0020455566700547934,0.7024431228637695,0.8458061218261719,-0.018071915954351425,0.6924512386322021,0.8963824510574341,-0.014731263741850853,0.6859237551689148,0.9237919449806213,-0.007604218553751707,0.7307280898094177,0.8622031807899475,-0.005947446916252375,0.7236319184303284,0.8630634546279907,-0.015373045578598976,0.7120301723480225,0.8972072005271912,-0.010415792465209961,0.7053484916687012,0.9154158234596252,-0.003188587259501219,A
0.6783087849617004,0.9939811825752258,-3.7335414049266546e-07,0.6503569483757019,0.9477526545524597,-0.011790660209953785,0.6346996426582336,0.8753243088722229,-0.015475918538868427,0.6338436603546143,0.8187532424926758,-0.01878480426967144,0.6449071168899536,0.7788857817649841,-0.01948109269142151,0.6667144894599915,0.816409170627594,0.0013331526424735785,0.6570879817008972,0.81797856092453,-0.013899260200560093,0.6560947895050049,0.8661720156669617,-0.024541694670915604,0.6547683477401733,0.903919517993927,-0.029024122282862663,0.6905653476715088,0.8239467144012451,0.001481316750869155,0.6783697605133057,0.8355619311332703,-0.01334255188703537,0.6731186509132385,0.8898747563362122,-0.019356362521648407,0.6692042350769043,0.9251083135604858,-0.019498810172080994,0.7121304869651794,0.8454407453536987,-0.0013071635039523244,0.7005930542945862,0.8569939136505127,-0.01691676862537861,0.690812349319458,0.9041790962219238,-0.014750867150723934,0.6839934587478638,0.9341247081756592,-0.00853167288005352,0.7306983470916748,0.8742876648902893,-0.0052486201748251915,0.7224996089935303,0.8733392953872681,-0.014676579274237156,0.7107145190238953,0.9046791195869446,-0.0105848154053092,0.7034475207328796,0.9254679083824158,-0.003955364692956209,A
0.6770401000976562,1.0039459466934204,-3.8752563114030636e-07,0.648508608341217,0.9572085738182068,-0.012294613756239414,0.6331126093864441,0.8853189945220947,-0.016309848055243492,0.632886528968811,0.8288125395774841,-0.019985035061836243,0.6436131596565247,0.7883168458938599,-0.0211042370647192,0.6661146879196167,0.8262724876403809,0.0011029765009880066,0.6559901833534241,0.8280437588691711,-0.014650152996182442,0.6547932028770447,0.8780102729797363,-0.02567560225725174,0.6533396244049072,0.9168126583099365,-0.03021569922566414,0.6900812387466431,0.8340010046958923,0.001542449463158846,0.6768057942390442,0.847033679485321,-0.013766889460384846,0.6720654368400574,0.9024962186813354,-0.020170550793409348,0.6685037612915039,0.9382982850074768,-0.020464032888412476,0.7115726470947266,0.8556341528892517,-0.0010115954792127013,0.6996120810508728,0.8669617772102356,-0.017129771411418915,0.6899791955947876,0.9161555171012878,-0.015083225443959236,0.6831278800964355,0.9475522041320801,-0.00870548840612173,0.7301161885261536,0.884847104549408,-0.004735602997243404,0.721177875995636,0.8836928009986877,-0.014490315690636635,0.7096884250640869,0.9165271520614624,-0.0104763712733984,0.703051745891571,0.9384256601333618,-0.0037431414239108562,A
0.6780673861503601,1.0084160566329956,-3.8541969615835114e-07,0.6498575806617737,0.9634780883789062,-0.013506726361811161,0.6347460746765137,0.8942764401435852,-0.018491730093955994,0.6353799104690552,0.838512659072876,-0.022900843992829323,0.6447505354881287,0.7963296175003052,-0.024809399619698524,0.6677236557006836,0.8334894776344299,-0.0015985617646947503,0.6575605273246765,0.8399325609207153,-0.018636710941791534,0.6563624143600464,0.8891189694404602,-0.030280038714408875,0.6550261378288269,0.9276226758956909,-0.035104699432849884,0.692030131816864,0.8407610058784485,-0.0010366301285102963,0.6790964007377625,0.857715368270874,-0.017608165740966797,0.673820436000824,0.9141457676887512,-0.024167219176888466,0.6701640486717224,0.950983464717865,-0.024412056431174278,0.71353679895401,0.8624886274337769,-0.003527655266225338,0.7019533514976501,0.8786516785621643,-0.02098194882273674,0.6921545267105103,0.9283537864685059,-0.019026601687073708,0.6853594183921814,0.9597862362861633,-0.012479154393076897,0.7319000363349915,0.891930103302002,-0.007267347536981106,0.7231926918029785,0.8967078328132629,-0.017927177250385284,0.7114332914352417,0.9296462535858154,-0.014100369065999985,0.7043770551681519,0.9504907131195068,-0.007410470396280289,A
0.6802985072135925,1.0159471035003662,-3.867417319725064e-07,0.6532224416732788,0.9754355549812317,-0.015023806132376194,0.6375994682312012,0.9066576361656189,-0.020755313336849213,0.6372018456459045,0.8506288528442383,-0.025241095572710037,0.6472405791282654,0.8081405758857727,-0.026944050565361977,0.6693823933601379,0.8422795534133911,-0.004879363346844912,0.6615070104598999,0.8538608551025391,-0.02110256813466549,0.6597582697868347,0.9016790390014648,-0.03156271204352379,0.6572577357292175,0.937827467918396,-0.03587101027369499,0.6940040588378906,0.8488048911094666,-0.003633887739852071,0.6834937334060669,0.8717609643936157,-0.01922844536602497,0.677501916885376,0.9272485971450806,-0.024709364399313927,0.6731123328208923,0.9617707133293152,-0.02468791790306568,0.7157788872718811,0.8705724477767944,-0.00532243587076664,0.7066858410835266,0.8909353017807007,-0.021937208250164986,0.6965556144714355,0.9389734864234924,-0.019322464242577553,0.6890653371810913,0.9678447842597961,-0.012965293601155281,0.7343403697013855,0.9003656506538391,-0.008418023586273193,0.7282698750495911,0.9092020392417908,-0.019084258005023003,0.7164261937141418,0.9418544769287109,-0.015301346778869629,0.7086020112037659,0.9609111547470093,-0.0089193694293499,A
